"PWS ID","PWS Name","PWS Type","Primary Source","Counties Served","Cities Served","PopulationServed Count","Number of Facilities","Number of Violations","Number of Site Visits"
"ME0019827","SEA-VU SOUTH CAMPGROUND","Transient non-community system","Ground water","York","WELLS","688","6","5","10"
"ME0119827","SEA-VU WEST CAMPGROUND","Transient non-community system","Ground water","York","WELLS","660","7","3","3"
"ME0113649","SEACOAST UNITED-DOME","Transient non-community system","Ground water","Sagadahoc","TOPSHAM","205","8","5","2"
"ME0092661","SEAFOOD KETCH RESTAURANT","Transient non-community system","Ground water","Hancock","TREMONT","174","2","2","0"
"ME0111634","SEASHORE TROLLEY MUSEUM #2","Transient non-community system","Ground water","York","ARUNDEL","116","5","3","12"
"ME0015162","SEAVIEW CAMPGROUND #1","Transient non-community system","Ground water","Washington","EASTPORT","155","4","9","9"
"ME0115162","SEAVIEW CAMPGROUND #2","Transient non-community system","Ground water","Washington","EASTPORT","193","5","8","6"
"ME0098213","SEBAGO HARBOR ASSOCIATION","Transient non-community system","Ground water","Cumberland","NAPLES","118","7","4","6"
"ME0002980","SEBAGO LAKE CAMPS INC","Transient non-community system","Ground water","Cumberland","SEBAGO","54","6","21","6"
"ME0011913","SEBAGO LAKE FAMILY CAMPGROUND","Transient non-community system","Ground water","Cumberland","SEBAGO","264","8","4","10"
"ME0016855","SEBAGO LAKE LODGE CONDO OWNERS ASSOC","Transient non-community system","Ground water","Cumberland","WINDHAM","50","5","43","23"
"ME0198212","SEBAGO PINE WATER ASSOC-LOWER","Transient non-community system","Ground water","Cumberland","NAPLES","38","4","5","6"
"ME0098212","SEBAGO PINE WATER ASSOC-UPPER","Transient non-community system","Ground water","Cumberland","NAPLES","150","6","6","7"
"ME0005786","SEBASCO HARBOR RESORT","Transient non-community system","Ground water","Sagadahoc","PHIPPSBURG","991","7","14","14"
"ME0005085","SEBASTICOOK LAKE CAMPGROUND","Transient non-community system","Ground water","Penobscot","NEWPORT","182","7","2","16"
"ME0094822","SEBEC COUNTRY STORE","Transient non-community system","Ground water","Piscataquis","SEBEC","36","5","13","13"
"ME0008308","SEBOOMOOK WILDERNESS CAMPGROUND","Transient non-community system","Ground water","Somerset","SEBOOMOOK TWP","230","6","22","16"
"ME0011591","SEDGLEY PLACE","Transient non-community system","Ground water","Androscoggin","GREENE","392","6","15","10"
"ME0100851","SEEDS OF PEACE INC","Transient non-community system","Ground water","Oxford","OTISFIELD","280","5","7","8"
"ME0001002","SENNEBEC LAKE CAMPGROUND","Transient non-community system","Ground water","Knox","APPLETON","250","7","15","10"
"ME0094026","SERVANTS OF THE CROSS","Transient non-community system","Ground water","Sagadahoc","TOPSHAM","357","4","11","8"
"ME0008287","SEVERANCE LODGE CLUB DINING ROOM","Transient non-community system","Ground water","Oxford","LOVELL","325","7","15","10"
"ME0002464","SHADY ACRES RV & CAMPGROUND","Transient non-community system","Ground water","Penobscot","CARMEL","125","5","17","16"
"ME0001764","SHAMROCK RV PARK - CAMPGROUND","Transient non-community system","Ground water","York","BIDDEFORD","150","8","17","6"
"ME0018963","SHAPLEIGH CORNER STORE","Transient non-community system","Ground water","York","SHAPLEIGH","138","3","3","3"
"ME0002059","SHAWNEE PEAK #1 MAIN LODGE","Transient non-community system","Ground water","Cumberland","BRIDGTON","1,118","7","5","9"
"ME0102059","SHAWNEE PEAK #2 EAST LODGE","Transient non-community system","Ground water","Cumberland","BRIDGTON","200","5","6","10"
"ME0202059","SHAWNEE PEAK #3 PEAK HOUSE","Transient non-community system","Ground water","Cumberland","BRIDGTON","27","4","7","8"
"ME0025579","SHEEPSCOT LINKS","Transient non-community system","Ground water","Lincoln","WHITEFIELD","25","4","4","14"
"ME0095007","SHELBYS DELI","Transient non-community system","Ground water","Kennebec","OAKLAND","80","3","9","2"
"ME0002116","SHERWOOD FOREST CMPGRD #2","Transient non-community system","Ground water","Lincoln","BRISTOL","156","6","13","9"
"ME0020053","SHIN POND PUB","Transient non-community system","Ground water","Penobscot","MOUNT CHASE","195","5","58","20"
"ME0015932","SHIN POND VILLAGE INC","Transient non-community system","Ground water","Penobscot","MOUNT CHASE","50","6","13","15"
"ME0010973","SHOALS MARINE LABORATORY","Transient non-community system","Surface water","York","KITTERY","100","9","8","9"
"ME0006449","SILVER LAKE CAMPGROUND & LODGE","Transient non-community system","Ground water","Oxford","ROXBURY","63","6","3","8"
"ME0094639","SIRLOIN LLC","Transient non-community system","Ground water","Cumberland","SCARBOROUGH","105","6","111","11"
"ME0011403","SKIPS LOUNGE","Transient non-community system","Ground water","York","BUXTON","250","4","62","13"
"ME0000397","SKOWHEGAN SCHOOL OF PAINTING #1","Transient non-community system","Ground water","Somerset","MADISON","90","7","0","5"
"ME0100397","SKOWHEGAN SCHOOL OF PAINTING #2","Transient non-community system","Ground water","Somerset","MADISON","90","7","0","5"
"ME0002368","SKOWHEGAN/KENNEBEC VALLEY KOA CAMPGROUND","Transient non-community system","Ground water","Somerset","CANAAN","315","7","3","18"
"ME0004918","SKY LODGE","Transient non-community system","Ground water","Somerset","MOOSE RIVER","26","9","7","12"
"ME0092632","SLEEPING BEAR CAMPGROUND AND CABINS","Transient non-community system","Ground water","Penobscot","LEE","40","3","0","4"
"ME0000872","SLOVENSKI CAMPS","Transient non-community system","Ground water","Cumberland","RAYMOND","145","4","2","4"
"ME0022654","SLOW BELL CAFE","Transient non-community system","Ground water","Cumberland","CHEBEAGUE ISLAND","200","7","36","3"
"ME0098217","SMALL POINT WATER COMPANY","Transient non-community system","Ground water","Sagadahoc","PHIPPSBURG","314","10","40","21"
"ME0092650","SMILEYS DAYCARE AND PRESCHOOL","Transient non-community system","Ground water","Androscoggin","SABATTUS","34","3","0","3"
"ME0014818","SMILING HILL FARMLAND CO LLC","Transient non-community system","Ground water","Cumberland","WESTBROOK","200","5","9","5"
"ME0194200","SMITH FARMS-WESTFIELD","Transient non-community system","Ground water","Aroostook","WESTFIELD","45","5","12","3"
"ME0094039","SMITHS FARM INC","Transient non-community system","Ground water","Aroostook","FORT FAIRFIELD","65","9","21","14"
"ME0092392","SMK DONUTS INC - DUNKIN DONUTS SKOWHEGAN","Transient non-community system","Ground water","Somerset","SKOWHEGAN","56","6","8","14"
"ME0092652","SMOKEYS BBQ & LOBSTER POUND","Transient non-community system","Ground water","Hancock","TRENTON","87","2","3","1"
"ME0003212","SMUGGLERS DEN","Transient non-community system","Ground water","Hancock","SOUTHWEST HBR","250","6","2","12"
"ME0094498","SOMERSET SPORTS & FITNESS","Transient non-community system","Ground water","Somerset","SKOWHEGAN","99","5","9","15"
"ME0004962","SOMES SOUND VIEW CAMPGROUND","Transient non-community system","Ground water","Hancock","MOUNT DESERT","150","11","41","27"
"ME0011732","SORRENTO/SULLIVAN REC CENTER","Transient non-community system","Ground water","Hancock","SULLIVAN","25","6","13","24"
"ME0003389","SOUTH ARM CAMPGROUND","Transient non-community system","Ground water","Franklin","TOWNSHIP 6 N. OF WELD","163","5","2","7"
"ME0092060","SOUTH PENOBSCOT WATER ASSOC","Transient non-community system","Ground water","Hancock","PENOBSCOT","30","5","10","10"
"ME0092002","SOUTH RIDGE TOWNHOUSES","Transient non-community system","Ground water","Oxford","BETHEL","180","14","7","17"
"ME0003979","SPARHAWK RESORT","Transient non-community system","Ground water","York","OGUNQUIT","220","5","4","5"
"ME0005773","SPINNEYS","Transient non-community system","Surface water","Sagadahoc","PHIPPSBURG","195","9","18","21"
"ME0092453","SPORTSMANS ALLIANCE OF MAINE","Transient non-community system","Ground water","Kennebec","AUGUSTA","25","4","1","3"
"ME0008366","SPRING HILL INC","Transient non-community system","Ground water","York","SOUTH BERWICK","300","5","21","12"
"ME0007740","SPRINGBROOK GOLF CLUB","Transient non-community system","Ground water","Androscoggin","LEEDS","250","4","1","5"
"ME0003190","SPRUCE HEAD PIZZA","Transient non-community system","Ground water","Knox","SOUTH THOMASTON","25","7","53","12"
"ME0094056","SPRUCE MOUNTAIN SKI LODGE","Transient non-community system","Ground water","Franklin","JAY","54","4","34","7"
"ME0094695","SPURWINK SCHOOL INC - CHELSEA","Transient non-community system","Ground water","Kennebec","CHELSEA","87","7","6","14"
"ME0004178","SQUIRE TARBOX INN","Transient non-community system","Ground water","Lincoln","WESTPORT","25","7","31","20"
"ME0095006","ST CROIX COUNTRY CLUB INC","Transient non-community system","Ground water","Washington","CALAIS","264","3","9","9"
"ME0094993","ST CROIX REGIONAL FAMILY HEALTH CENTER","Transient non-community system","Ground water","Washington","PRINCETON","103","5","3","19"
"ME0021229","ST FROID LAKE CAMPS & CAMPGROUND","Transient non-community system","Ground water","Aroostook","WINTERVILLE PLT","70","4","13","11"
"ME0092665","ST JOSEPHS COLLEGE-FARM WELL","Transient non-community system","Ground water","Cumberland","STANDISH","25","2","0","1"
"ME0007400","STAR DUST MOTEL INC","Transient non-community system","Ground water","Aroostook","HOULTON","27","6","3","18"
"ME0000943","STATE YMCA CAMP","Transient non-community system","Ground water","Kennebec","WINTHROP","265","9","30","20"
