PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NY0800625,MAPLE GROVE EAST MHP,Community water system,Ground water,Chenango,NORWICH (T),83,8,2,14
NY0810652,MAPLE GROVE WEST MHP,Community water system,Ground water,Chenango,NORWICH (T),416,12,1,14
NY3921640,MAPLE HILL CONDOMINIUM W.S.,Community water system,Ground water,Putnam,CARMEL (T),380,4,2,11
NY1010862,MAPLE LANE ASSOCIATES,Community water system,Ground water,Columbia,LIVINGSTON (T),147,5,26,16
NY5301416,MAPLE LANE TRAILER COURT,Community water system,Ground water,Tioga,BARTON (T),200,6,32,12
NY5521830,MAPLE RIDGE COMMUNITY,Community water system,Ground water,Ulster,ESOPUS (T),380,9,22,7
NY5301417,MAPLE SHADE TRAILER PARK #1,Community water system,Ground water,Tioga,OWEGO (V),32,7,1,14
NY3501333,MAPLE TREE MOBILE HOMES,Community water system,Ground water,Orange,DEERPARK (T),298,5,49,17
NY2600966,MAPLE VIEW MANOR MOBILE HOME PARK,Community water system,Ground water,Madison,FENNER (T),67,6,8,13
NY1316152,MAPLEBROOK SCHOOL,Community water system,Ground water,Dutchess,AMENIA (T),187,30,28,22
NY0700780,MAPLEHURST PARK,Community water system,Ground water,Chemung,HORSEHEADS (V),75,3,9,17
NY0117224,MAPLETREE APTS,Community water system,Ground water,Albany,WESTERLO (T),30,12,2,18
NY1101759,MARATHON VILLAGE,Community water system,Ground water,Cortland,MARATHON (V),1107,16,5,28
NY1200268,MARGARETVILLE VILLAGE,Community water system,Ground water,Delaware,MARGARETVILLE (V),600,13,1,5
NY0320887,MARION TERRACE APARTMENTS,Community water system,Ground water,Broome,CHENANGO (T),30,5,4,8
NY5801231,MARION-ARCADIA-SODUS CSA,Community water system,Surface water purchased,Wayne,MARION (T),5400,18,3,6
NY5503377,MARLBOROUGH WATER DISTRICT,Community water system,Surface water purchased,Ulster,MARLBOROUGH (T),3248,8,44,9
NY2402367,MARTINSBURG WATER DISTRICT,Community water system,Ground water,Lewis,MARTINSBURG (T),310,8,2,3
NY1100641,MARYBELL HOMES,Community water system,Ground water,Cortland,PREBLE (T),355,7,2,17
NY3800157,MARYLAND WATER DISTRICT,Community water system,Ground water,Otsego,MARYLAND (T),524,7,2,5
NY2902837,MASSAPEQUA WD,Community water system,Ground water,Nassau,"MASSAPEQUA PARK (V), OYSTER BAY (T)",43000,23,84,6
NY4404390,MASSENA VILLAGE,Community water system,Surface water,St. Lawrence,MASSENA (V),15362,15,12,13
NY5430066,MASSEY APARTMENTS,Community water system,Ground water,Tompkins,ENFIELD (T),56,7,2,5
NY5521422,MAVERICK KNOLLS HA,Community water system,Ground water,Ulster,HURLEY (T),90,4,4,6
NY1310659,MAY LANE MOBILE PARK,Community water system,Ground water,Dutchess,AMENIA (T),100,3,1,23
NY3503533,MAYBROOK VILLAGE,Community water system,Ground water,Orange,MAYBROOK (V),3000,14,72,12
NY3201473,MAYER MOBILE MANOR MHP,Community water system,Ground water,Oneida,TRENTON (T),44,11,11,29
NY1704499,MAYFIELD (V) WATER WORKS,Community water system,Ground water,Fulton,MAYFIELD (V),817,9,31,8
NY0600368,MAYVILLE VILLAGE,Community water system,Ground water,Chautauqua,MAYVILLE (V),2000,8,1,10
NY4301305,MAZZA-LEONE MOBILE HOME COURT,Community water system,Ground water,Rockland,HAVERSTRAW (T),55,4,4,8
NY1100635,MCBRIDE MOBILE COURT,Community water system,Ground water,Cortland,PREBLE (T),54,7,29,18
NY5110610,MCCARREN WATER SUPPLY,Community water system,Ground water,Suffolk,BABYLON (T),50,2,6,12
NY5110608,MCCRODDEN WATER COMPANY,Community water system,Ground water,Suffolk,BABYLON (T),33,2,3,12
NY1101758,MCGRAW VILLAGE,Community water system,Ground water,Cortland,MCGRAW (V),1306,9,0,34
NY2701047,MCWA,Community water system,Surface water,"Monroe, Orleans","BATAVIA (T), BRIGHTON (T), CHILI (T), CHURCHVILLE (V), CLARKSON (T), EAST ROCHESTER (X), FAIRPORT (V), GATES (T), GREECE (T), HAMLIN (T), HENRIETTA (T), HONEOYE FALLS (V), IRONDEQUOIT (T), KENDALL (T), MENDON (T), OAKFIELD (T), OAKFIELD (V), OGDEN (T), PARMA (T), PENFIELD (T), PERINTON (T), PITTSFORD (T), PITTSFORD (V), RIGA (T), ROCHESTER (C), RUSH (T), SCOTTSVILLE (V), SPENCERPORT (V), SWEDEN (T), VICTOR (T), VICTOR (V), WEBSTER (T), WHEATLAND (T)",496753,36,0,13
NY3404515,MCWA - VWB,Community water system,Surface water purchased,Ontario,VICTOR (T),8532,25,3,6
NY1800547,MCWA GENESEE,Community water system,Surface water purchased,Genesee,"BATAVIA (T), BERGEN (T), BERGEN (V), BYRON (T), CORFU (V), DARIEN (T), LE ROY (T), PAVILION (T), PEMBROKE (T), STAFFORD (T)",13250,23,1,5
